"scientific_name","timePeriod","n_grids"
"Alauda arvensis","2018",4
"Alauda arvensis","2019",5
"Alauda arvensis","2020",9
"Alauda arvensis","2021",14
"Alauda arvensis","2022",13
"Alauda gulgula","2000-2006",39
"Alauda gulgula","2007-2010",44
"Alauda gulgula","2011-2012",43
"Alauda gulgula","2013",38
"Alauda gulgula","2014",73
"Alauda gulgula","2015",108
"Alauda gulgula","2016",146
"Alauda gulgula","2017",197
"Alauda gulgula","2018",213
"Alauda gulgula","2019",230
"Alauda gulgula","2020",269
"Alauda gulgula","2021",296
"Alauda gulgula","2022",219
"Alauda gulgula","pre2000",101
"Alaudala raytal","2000-2006",10
"Alaudala raytal","2007-2010",23
"Alaudala raytal","2011-2012",24
"Alaudala raytal","2013",19
"Alaudala raytal","2014",17
"Alaudala raytal","2015",26
"Alaudala raytal","2016",45
"Alaudala raytal","2017",41
"Alaudala raytal","2018",53
"Alaudala raytal","2019",66
"Alaudala raytal","2020",92
"Alaudala raytal","2021",89
"Alaudala raytal","2022",73
"Alaudala raytal","pre2000",19
"Alcedo atthis","2000-2006",168
"Alcedo atthis","2007-2010",205
"Alcedo atthis","2011-2012",216
"Alcedo atthis","2013",190
"Alcedo atthis","2014",449
"Alcedo atthis","2015",553
"Alcedo atthis","2016",674
"Alcedo atthis","2017",831
"Alcedo atthis","2018",955
"Alcedo atthis","2019",1066
"Alcedo atthis","2020",1092
"Alcedo atthis","2021",1338
"Alcedo atthis","2022",1177
"Alcedo atthis","pre2000",283
"Alcedo hercules","2000-2006",2
"Alcedo hercules","2007-2010",1
"Alcedo hercules","2011-2012",1
"Alcedo hercules","2013",1
"Alcedo hercules","2015",3
"Alcedo hercules","2016",1
"Alcedo hercules","2017",1
"Alcedo hercules","2020",2
"Alcedo hercules","2021",2
"Alcedo hercules","2022",4
"Alcedo hercules","pre2000",2
"Alcedo meninting","2000-2006",7
"Alcedo meninting","2007-2010",4
"Alcedo meninting","2011-2012",13
"Alcedo meninting","2013",8
"Alcedo meninting","2014",9
"Alcedo meninting","2015",16
"Alcedo meninting","2016",18
"Alcedo meninting","2017",26
"Alcedo meninting","2018",34
"Alcedo meninting","2019",45
"Alcedo meninting","2020",41
"Alcedo meninting","2021",50
"Alcedo meninting","2022",47
"Alcedo meninting","pre2000",4
"Alcippe nipalensis","2000-2006",13
"Alcippe nipalensis","2007-2010",14
"Alcippe nipalensis","2011-2012",9
"Alcippe nipalensis","2013",10
"Alcippe nipalensis","2014",19
"Alcippe nipalensis","2015",29
"Alcippe nipalensis","2016",34
"Alcippe nipalensis","2017",32
"Alcippe nipalensis","2018",49
"Alcippe nipalensis","2019",43
"Alcippe nipalensis","2020",25
"Alcippe nipalensis","2021",60
"Alcippe nipalensis","2022",68
"Alcippe nipalensis","pre2000",13
"Alcippe poioicephala","2000-2006",57
"Alcippe poioicephala","2007-2010",50
"Alcippe poioicephala","2011-2012",38
"Alcippe poioicephala","2013",27
"Alcippe poioicephala","2014",63
"Alcippe poioicephala","2015",67
"Alcippe poioicephala","2016",88
"Alcippe poioicephala","2017",131
"Alcippe poioicephala","2018",153
"Alcippe poioicephala","2019",151
"Alcippe poioicephala","2020",155
"Alcippe poioicephala","2021",178
"Alcippe poioicephala","2022",159
"Alcippe poioicephala","pre2000",46
"Alectoris chukar","2000-2006",19
"Alectoris chukar","2007-2010",25
"Alectoris chukar","2011-2012",29
"Alectoris chukar","2013",16
"Alectoris chukar","2014",28
"Alectoris chukar","2015",18
"Alectoris chukar","2016",33
"Alectoris chukar","2017",53
"Alectoris chukar","2018",59
"Alectoris chukar","2019",70
"Alectoris chukar","2020",50
"Alectoris chukar","2021",73
"Alectoris chukar","2022",67
"Alectoris chukar","pre2000",22
"Alophoixus flaveolus","2000-2006",14
"Alophoixus flaveolus","2007-2010",13
"Alophoixus flaveolus","2011-2012",10
"Alophoixus flaveolus","2013",14
"Alophoixus flaveolus","2014",20
"Alophoixus flaveolus","2015",37
"Alophoixus flaveolus","2016",31
"Alophoixus flaveolus","2017",38
"Alophoixus flaveolus","2018",43
"Alophoixus flaveolus","2019",44
"Alophoixus flaveolus","2020",32
"Alophoixus flaveolus","2021",66
"Alophoixus flaveolus","2022",71
"Alophoixus flaveolus","pre2000",23
"Amandava amandava","2000-2006",28
"Amandava amandava","2007-2010",41
"Amandava amandava","2011-2012",57
"Amandava amandava","2013",59
"Amandava amandava","2014",117
"Amandava amandava","2015",157
"Amandava amandava","2016",207
"Amandava amandava","2017",289
"Amandava amandava","2018",329
"Amandava amandava","2019",383
"Amandava amandava","2020",455
"Amandava amandava","2021",477
"Amandava amandava","2022",284
"Amandava amandava","pre2000",54
"Amaurornis phoenicurus","2000-2006",142
"Amaurornis phoenicurus","2007-2010",183
"Amaurornis phoenicurus","2011-2012",201
"Amaurornis phoenicurus","2013",168
"Amaurornis phoenicurus","2014",384
"Amaurornis phoenicurus","2015",536
"Amaurornis phoenicurus","2016",657
"Amaurornis phoenicurus","2017",844
"Amaurornis phoenicurus","2018",928
"Amaurornis phoenicurus","2019",1100
"Amaurornis phoenicurus","2020",1196
"Amaurornis phoenicurus","2021",1442
"Amaurornis phoenicurus","2022",1336
"Amaurornis phoenicurus","pre2000",227
"Ammomanes deserti","2000-2006",4
"Ammomanes deserti","2007-2010",3
"Ammomanes deserti","2013",3
"Ammomanes deserti","2014",3
"Ammomanes deserti","2015",4
"Ammomanes deserti","2016",6
"Ammomanes deserti","2017",7
"Ammomanes deserti","2018",5
"Ammomanes deserti","2019",8
