"scientific_name","timePeriod","n_grids"
"Blythipicus pyrrhotis","2021",30
"Blythipicus pyrrhotis","2022",29
"Blythipicus pyrrhotis","pre2000",4
"Bombycilla garrulus","pre2000",1
"Botaurus stellaris","2000-2006",2
"Botaurus stellaris","2007-2010",1
"Botaurus stellaris","2011-2012",1
"Botaurus stellaris","2014",2
"Botaurus stellaris","2015",1
"Botaurus stellaris","2016",6
"Botaurus stellaris","2017",10
"Botaurus stellaris","2018",13
"Botaurus stellaris","2019",12
"Botaurus stellaris","2020",4
"Botaurus stellaris","2021",5
"Botaurus stellaris","2022",2
"Botaurus stellaris","pre2000",1
"Brachypodius fuscoflavescens","2000-2006",2
"Brachypodius fuscoflavescens","2007-2010",3
"Brachypodius fuscoflavescens","2011-2012",5
"Brachypodius fuscoflavescens","2013",4
"Brachypodius fuscoflavescens","2014",6
"Brachypodius fuscoflavescens","2015",8
"Brachypodius fuscoflavescens","2016",8
"Brachypodius fuscoflavescens","2017",11
"Brachypodius fuscoflavescens","2018",10
"Brachypodius fuscoflavescens","2019",11
"Brachypodius fuscoflavescens","2020",10
"Brachypodius fuscoflavescens","2021",13
"Brachypodius fuscoflavescens","2022",11
"Brachypodius fuscoflavescens","pre2000",3
"Brachypodius melanocephalos","2011-2012",1
"Brachypodius melanocephalos","2013",1
"Brachypodius melanocephalos","2014",2
"Brachypodius melanocephalos","2015",1
"Brachypodius melanocephalos","2016",5
"Brachypodius melanocephalos","2017",1
"Brachypodius melanocephalos","2018",2
"Brachypodius melanocephalos","2019",2
"Brachypodius melanocephalos","2020",2
"Brachypodius melanocephalos","2021",3
"Brachypodius melanocephalos","2022",3
"Brachypodius priocephalus","2000-2006",28
"Brachypodius priocephalus","2007-2010",39
"Brachypodius priocephalus","2011-2012",29
"Brachypodius priocephalus","2013",14
"Brachypodius priocephalus","2014",27
"Brachypodius priocephalus","2015",39
"Brachypodius priocephalus","2016",58
"Brachypodius priocephalus","2017",65
"Brachypodius priocephalus","2018",56
"Brachypodius priocephalus","2019",55
"Brachypodius priocephalus","2020",50
"Brachypodius priocephalus","2021",72
"Brachypodius priocephalus","2022",62
"Brachypodius priocephalus","pre2000",15
"Brachypteryx cruralis","2000-2006",3
"Brachypteryx cruralis","2007-2010",4
"Brachypteryx cruralis","2011-2012",2
"Brachypteryx cruralis","2014",5
"Brachypteryx cruralis","2015",6
"Brachypteryx cruralis","2016",5
"Brachypteryx cruralis","2017",7
"Brachypteryx cruralis","2018",8
"Brachypteryx cruralis","2019",8
"Brachypteryx cruralis","2020",1
"Brachypteryx cruralis","2021",10
"Brachypteryx cruralis","2022",12
"Brachypteryx cruralis","pre2000",3
"Brachypteryx hyperythra","2000-2006",2
"Brachypteryx hyperythra","2007-2010",2
"Brachypteryx hyperythra","2011-2012",3
"Brachypteryx hyperythra","2013",2
"Brachypteryx hyperythra","2014",1
"Brachypteryx hyperythra","2015",6
"Brachypteryx hyperythra","2016",7
"Brachypteryx hyperythra","2017",2
"Brachypteryx hyperythra","2018",5
"Brachypteryx hyperythra","2019",5
"Brachypteryx hyperythra","2020",2
"Brachypteryx hyperythra","2021",7
"Brachypteryx hyperythra","2022",5
"Brachypteryx hyperythra","pre2000",2
"Brachypteryx leucophris","2000-2006",7
"Brachypteryx leucophris","2007-2010",9
"Brachypteryx leucophris","2011-2012",4
"Brachypteryx leucophris","2013",4
"Brachypteryx leucophris","2014",6
"Brachypteryx leucophris","2015",10
"Brachypteryx leucophris","2016",15
"Brachypteryx leucophris","2017",17
"Brachypteryx leucophris","2018",20
"Brachypteryx leucophris","2019",15
"Brachypteryx leucophris","2020",14
"Brachypteryx leucophris","2021",26
"Brachypteryx leucophris","2022",21
"Brachypteryx leucophris","pre2000",2
"Branta ruficollis","2014",2
"Branta ruficollis","2020",1
"Branta ruficollis","2021",7
"Branta ruficollis","2022",3
"Bubo bubo","2000-2006",1
"Bubo bubo","2016",2
"Bubo bubo","2017",4
"Bubo bubo","2018",4
"Bubo bubo","2019",2
"Bubo bubo","2020",2
"Bubo bubo","2021",5
"Bubo bubo","2022",5
"Bubo bubo","pre2000",2
"Bubo coromandus","2000-2006",7
"Bubo coromandus","2007-2010",5
"Bubo coromandus","2011-2012",6
"Bubo coromandus","2013",7
"Bubo coromandus","2014",7
"Bubo coromandus","2015",6
"Bubo coromandus","2016",6
"Bubo coromandus","2017",9
"Bubo coromandus","2018",15
"Bubo coromandus","2019",10
"Bubo coromandus","2020",10
"Bubo coromandus","2021",15
"Bubo coromandus","2022",13
"Bubo coromandus","pre2000",3
"Bubo nipalensis","2000-2006",12
"Bubo nipalensis","2007-2010",18
"Bubo nipalensis","2011-2012",8
"Bubo nipalensis","2013",6
"Bubo nipalensis","2014",14
"Bubo nipalensis","2015",20
"Bubo nipalensis","2016",20
"Bubo nipalensis","2017",17
"Bubo nipalensis","2018",31
"Bubo nipalensis","2019",31
"Bubo nipalensis","2020",32
"Bubo nipalensis","2021",33
"Bubo nipalensis","2022",24
"Bubo nipalensis","pre2000",5
"Bubulcus ibis","2000-2006",220
"Bubulcus ibis","2007-2010",290
"Bubulcus ibis","2011-2012",292
"Bubulcus ibis","2013",259
"Bubulcus ibis","2014",466
"Bubulcus ibis","2015",618
"Bubulcus ibis","2016",739
"Bubulcus ibis","2017",862
"Bubulcus ibis","2018",901
"Bubulcus ibis","2019",1000
"Bubulcus ibis","2020",1043
"Bubulcus ibis","2021",1216
"Bubulcus ibis","2022",1152
"Bubulcus ibis","pre2000",199
"Bucanetes githagineus","2000-2006",1
"Bucanetes githagineus","2007-2010",4
"Bucanetes githagineus","2011-2012",4
"Bucanetes githagineus","2013",6
"Bucanetes githagineus","2014",4
"Bucanetes githagineus","2015",2
"Bucanetes githagineus","2016",8
"Bucanetes githagineus","2017",6
"Bucanetes githagineus","2018",9
"Bucanetes githagineus","2019",8
"Bucanetes githagineus","2020",8
"Bucanetes githagineus","2021",8
"Bucanetes githagineus","2022",10
"Bucanetes githagineus","pre2000",3
"Bucanetes mongolicus","2000-2006",4
"Bucanetes mongolicus","2011-2012",4
"Bucanetes mongolicus","2013",1
"Bucanetes mongolicus","2014",5
"Bucanetes mongolicus","2015",2
"Bucanetes mongolicus","2016",6
"Bucanetes mongolicus","2017",5
"Bucanetes mongolicus","2018",5
"Bucanetes mongolicus","2019",6
"Bucanetes mongolicus","2020",3
"Bucanetes mongolicus","2021",9
"Bucanetes mongolicus","2022",9
"Bucanetes mongolicus","pre2000",4
"Bucephala clangula","2000-2006",1
"Bucephala clangula","2007-2010",2
"Bucephala clangula","2011-2012",1
"Bucephala clangula","2014",1
"Bucephala clangula","2015",2
"Bucephala clangula","2018",1
"Bucephala clangula","2019",2
"Bucephala clangula","2020",2
"Bucephala clangula","2021",4
"Bucephala clangula","2022",3
"Buceros bicornis","2000-2006",18
"Buceros bicornis","2007-2010",16
"Buceros bicornis","2011-2012",17
"Buceros bicornis","2013",17
"Buceros bicornis","2014",18
"Buceros bicornis","2015",21
"Buceros bicornis","2016",29
"Buceros bicornis","2017",33
"Buceros bicornis","2018",40
"Buceros bicornis","2019",39
"Buceros bicornis","2020",32
"Buceros bicornis","2021",33
"Buceros bicornis","2022",41
"Buceros bicornis","pre2000",12
"Bulweria fallax","2013",1
"Bulweria fallax","2015",1
"Burhinus indicus","2000-2006",32
"Burhinus indicus","2007-2010",59
"Burhinus indicus","2011-2012",51
"Burhinus indicus","2013",46
"Burhinus indicus","2014",77
"Burhinus indicus","2015",101
"Burhinus indicus","2016",135
"Burhinus indicus","2017",157
"Burhinus indicus","2018",176
"Burhinus indicus","2019",193
"Burhinus indicus","2020",198
"Burhinus indicus","2021",248
"Burhinus indicus","2022",245
"Burhinus indicus","pre2000",36
"Butastur indicus","2013",1
"Butastur indicus","2020",1
"Butastur teesa","2000-2006",53
"Butastur teesa","2007-2010",73
"Butastur teesa","2011-2012",83
"Butastur teesa","2013",68
"Butastur teesa","2014",137
"Butastur teesa","2015",174
"Butastur teesa","2016",205
"Butastur teesa","2017",261
"Butastur teesa","2018",246
"Butastur teesa","2019",278
"Butastur teesa","2020",293
"Butastur teesa","2021",381
"Butastur teesa","2022",280
"Butastur teesa","pre2000",41
"Buteo buteo","2000-2006",22
"Buteo buteo","2007-2010",27
"Buteo buteo","2011-2012",34
"Buteo buteo","2013",14
"Buteo buteo","2014",31
"Buteo buteo","2015",42
"Buteo buteo","2016",48
"Buteo buteo","2017",55
"Buteo buteo","2018",72
"Buteo buteo","2019",54
"Buteo buteo","2020",67
"Buteo buteo","2021",76
"Buteo buteo","2022",54
"Buteo buteo","pre2000",15
"Buteo hemilasius","2000-2006",5
"Buteo hemilasius","2007-2010",5
"Buteo hemilasius","2011-2012",7
"Buteo hemilasius","2013",5
"Buteo hemilasius","2014",11
"Buteo hemilasius","2015",6
"Buteo hemilasius","2016",15
"Buteo hemilasius","2017",14
"Buteo hemilasius","2018",19
"Buteo hemilasius","2019",18
"Buteo hemilasius","2020",6
"Buteo hemilasius","2021",15
"Buteo hemilasius","2022",21
"Buteo hemilasius","pre2000",5
"Buteo refectus","2000-2006",22
"Buteo refectus","2007-2010",20
"Buteo refectus","2011-2012",15
"Buteo refectus","2013",12
"Buteo refectus","2014",18
"Buteo refectus","2015",36
"Buteo refectus","2016",35
"Buteo refectus","2017",47
"Buteo refectus","2018",56
"Buteo refectus","2019",55
"Buteo refectus","2020",54
"Buteo refectus","2021",72
"Buteo refectus","2022",55
"Buteo refectus","pre2000",14
"Buteo rufinus","2000-2006",28
"Buteo rufinus","2007-2010",39
"Buteo rufinus","2011-2012",39
"Buteo rufinus","2013",37
"Buteo rufinus","2014",43
"Buteo rufinus","2015",61
"Buteo rufinus","2016",61
"Buteo rufinus","2017",72
"Buteo rufinus","2018",89
"Buteo rufinus","2019",85
"Buteo rufinus","2020",104
"Buteo rufinus","2021",94
"Buteo rufinus","2022",69
"Buteo rufinus","pre2000",31
"Butorides striata","2000-2006",58
"Butorides striata","2007-2010",88
"Butorides striata","2011-2012",61
"Butorides striata","2013",55
"Butorides striata","2014",100
"Butorides striata","2015",132
"Butorides striata","2016",157
"Butorides striata","2017",201
"Butorides striata","2018",219
"Butorides striata","2019",213
"Butorides striata","2020",235
"Butorides striata","2021",278
"Butorides striata","2022",237
"Butorides striata","pre2000",58
"Cacomantis merulinus","2000-2006",7
"Cacomantis merulinus","2007-2010",12
"Cacomantis merulinus","2011-2012",19
"Cacomantis merulinus","2013",17
"Cacomantis merulinus","2014",20
"Cacomantis merulinus","2015",22
"Cacomantis merulinus","2016",29
"Cacomantis merulinus","2017",31
"Cacomantis merulinus","2018",39
"Cacomantis merulinus","2019",49
"Cacomantis merulinus","2020",35
"Cacomantis merulinus","2021",58
"Cacomantis merulinus","2022",62
"Cacomantis merulinus","pre2000",7
"Cacomantis passerinus","2000-2006",37
"Cacomantis passerinus","2007-2010",42
"Cacomantis passerinus","2011-2012",46
"Cacomantis passerinus","2013",47
"Cacomantis passerinus","2014",87
"Cacomantis passerinus","2015",125
"Cacomantis passerinus","2016",179
"Cacomantis passerinus","2017",200
"Cacomantis passerinus","2018",215
"Cacomantis passerinus","2019",262
"Cacomantis passerinus","2020",272
"Cacomantis passerinus","2021",316
"Cacomantis passerinus","2022",291
"Cacomantis passerinus","pre2000",45
"Cacomantis sonneratii","2000-2006",19
"Cacomantis sonneratii","2007-2010",25
"Cacomantis sonneratii","2011-2012",34
"Cacomantis sonneratii","2013",22
"Cacomantis sonneratii","2014",38
"Cacomantis sonneratii","2015",46
"Cacomantis sonneratii","2016",58
"Cacomantis sonneratii","2017",83
"Cacomantis sonneratii","2018",86
"Cacomantis sonneratii","2019",82
"Cacomantis sonneratii","2020",77
"Cacomantis sonneratii","2021",107
"Cacomantis sonneratii","2022",123
"Cacomantis sonneratii","pre2000",28
"Calandrella acutirostris","2000-2006",7
"Calandrella acutirostris","2007-2010",6
"Calandrella acutirostris","2011-2012",10
"Calandrella acutirostris","2013",5
"Calandrella acutirostris","2014",12
"Calandrella acutirostris","2015",9
"Calandrella acutirostris","2016",20
"Calandrella acutirostris","2017",10
"Calandrella acutirostris","2018",9
"Calandrella acutirostris","2019",12
"Calandrella acutirostris","2020",10
"Calandrella acutirostris","2021",17
"Calandrella acutirostris","2022",20
"Calandrella acutirostris","pre2000",10
"Calandrella brachydactyla","2000-2006",23
"Calandrella brachydactyla","2007-2010",32
"Calandrella brachydactyla","2011-2012",25
"Calandrella brachydactyla","2013",34
"Calandrella brachydactyla","2014",24
"Calandrella brachydactyla","2015",30
"Calandrella brachydactyla","2016",23
"Calandrella brachydactyla","2017",43
"Calandrella brachydactyla","2018",68
"Calandrella brachydactyla","2019",73
"Calandrella brachydactyla","2020",68
"Calandrella brachydactyla","2021",72
"Calandrella brachydactyla","2022",49
"Calandrella brachydactyla","pre2000",17
"Calandrella dukhunensis","2000-2006",10
"Calandrella dukhunensis","2007-2010",5
"Calandrella dukhunensis","2011-2012",12
"Calandrella dukhunensis","2013",2
"Calandrella dukhunensis","2014",16
"Calandrella dukhunensis","2015",23
"Calandrella dukhunensis","2016",34
"Calandrella dukhunensis","2017",47
"Calandrella dukhunensis","2018",53
"Calandrella dukhunensis","2019",62
"Calandrella dukhunensis","2020",85
"Calandrella dukhunensis","2021",63
"Calandrella dukhunensis","2022",20
"Calandrella dukhunensis","pre2000",8
"Calidris acuminata","2019",1
"Calidris acuminata","2021",1
"Calidris acuminata","pre2000",1
"Calidris alba","2000-2006",9
"Calidris alba","2007-2010",11
"Calidris alba","2011-2012",14
"Calidris alba","2013",14
"Calidris alba","2014",21
"Calidris alba","2015",20
"Calidris alba","2016",24
"Calidris alba","2017",32
"Calidris alba","2018",40
"Calidris alba","2019",36
"Calidris alba","2020",31
"Calidris alba","2021",39
"Calidris alba","2022",26
"Calidris alba","pre2000",14
"Calidris alpina","2000-2006",24
"Calidris alpina","2007-2010",24
"Calidris alpina","2011-2012",14
"Calidris alpina","2013",19
"Calidris alpina","2014",31
"Calidris alpina","2015",33
"Calidris alpina","2016",43
"Calidris alpina","2017",62
"Calidris alpina","2018",64
"Calidris alpina","2019",45
"Calidris alpina","2020",54
"Calidris alpina","2021",56
"Calidris alpina","2022",31
"Calidris alpina","pre2000",25
"Calidris canutus","2015",1
"Calidris canutus","2018",4
"Calidris canutus","2019",3
"Calidris canutus","2020",3
"Calidris canutus","2021",1
"Calidris canutus","2022",2
"Calidris falcinellus","2000-2006",5
"Calidris falcinellus","2007-2010",10
"Calidris falcinellus","2011-2012",6
"Calidris falcinellus","2013",11
"Calidris falcinellus","2014",16
"Calidris falcinellus","2015",18
"Calidris falcinellus","2016",17
"Calidris falcinellus","2017",22
"Calidris falcinellus","2018",19
"Calidris falcinellus","2019",20
"Calidris falcinellus","2020",20
"Calidris falcinellus","2021",21
"Calidris falcinellus","2022",13
"Calidris falcinellus","pre2000",7
"Calidris ferruginea","2000-2006",25
"Calidris ferruginea","2007-2010",31
"Calidris ferruginea","2011-2012",34
"Calidris ferruginea","2013",34
"Calidris ferruginea","2014",43
"Calidris ferruginea","2015",50
"Calidris ferruginea","2016",64
"Calidris ferruginea","2017",72
"Calidris ferruginea","2018",80
"Calidris ferruginea","2019",73
"Calidris ferruginea","2020",72
"Calidris ferruginea","2021",89
"Calidris ferruginea","2022",55
"Calidris ferruginea","pre2000",30
"Calidris melanotos","2013",1
"Calidris melanotos","2017",1
"Calidris melanotos","2021",1
"Calidris melanotos","pre2000",1
"Calidris minuta","2000-2006",78
"Calidris minuta","2007-2010",86
"Calidris minuta","2011-2012",88
"Calidris minuta","2013",83
"Calidris minuta","2014",131
"Calidris minuta","2015",176
"Calidris minuta","2016",239
"Calidris minuta","2017",270
"Calidris minuta","2018",263
"Calidris minuta","2019",301
"Calidris minuta","2020",313
"Calidris minuta","2021",341
"Calidris minuta","2022",262
"Calidris minuta","pre2000",90
"Calidris pugnax","2000-2006",53
"Calidris pugnax","2007-2010",81
"Calidris pugnax","2011-2012",75
"Calidris pugnax","2013",67
"Calidris pugnax","2014",91
"Calidris pugnax","2015",120
"Calidris pugnax","2016",157
"Calidris pugnax","2017",171
"Calidris pugnax","2018",173
"Calidris pugnax","2019",184
"Calidris pugnax","2020",213
"Calidris pugnax","2021",231
"Calidris pugnax","2022",153
"Calidris pugnax","pre2000",49
"Calidris pygmaea","2018",1
"Calidris ruficollis","2000-2006",1
"Calidris ruficollis","2007-2010",1
"Calidris ruficollis","2014",1
"Calidris ruficollis","2015",1
"Calidris ruficollis","2016",1
"Calidris ruficollis","2017",1
"Calidris ruficollis","2018",4
"Calidris ruficollis","2019",4
"Calidris ruficollis","2020",3
"Calidris ruficollis","2021",4
"Calidris ruficollis","2022",3
"Calidris ruficollis","pre2000",2
"Calidris subminuta","2000-2006",3
"Calidris subminuta","2007-2010",4
"Calidris subminuta","2011-2012",2
"Calidris subminuta","2013",1
"Calidris subminuta","2014",2
"Calidris subminuta","2015",5
"Calidris subminuta","2016",6
"Calidris subminuta","2017",11
"Calidris subminuta","2018",9
"Calidris subminuta","2019",14
"Calidris subminuta","2020",15
"Calidris subminuta","2021",13
"Calidris subminuta","2022",9
"Calidris subminuta","pre2000",5
"Calidris subruficollis","2000-2006",1
"Calidris subruficollis","2011-2012",1
"Calidris temminckii","2000-2006",59
"Calidris temminckii","2007-2010",79
"Calidris temminckii","2011-2012",77
"Calidris temminckii","2013",81
"Calidris temminckii","2014",108
"Calidris temminckii","2015",136
"Calidris temminckii","2016",204
"Calidris temminckii","2017",240
"Calidris temminckii","2018",239
"Calidris temminckii","2019",270
"Calidris temminckii","2020",297
"Calidris temminckii","2021",324
"Calidris temminckii","2022",271
"Calidris temminckii","pre2000",77
"Calidris tenuirostris","2000-2006",3
"Calidris tenuirostris","2007-2010",3
"Calidris tenuirostris","2011-2012",6
"Calidris tenuirostris","2013",4
"Calidris tenuirostris","2014",10
"Calidris tenuirostris","2015",10
"Calidris tenuirostris","2016",15
"Calidris tenuirostris","2017",14
"Calidris tenuirostris","2018",11
"Calidris tenuirostris","2019",10
"Calidris tenuirostris","2020",12
"Calidris tenuirostris","2021",18
"Calidris tenuirostris","2022",8
"Calidris tenuirostris","pre2000",5
"Callacanthis burtoni","2007-2010",2
"Callacanthis burtoni","2011-2012",8
"Callacanthis burtoni","2015",4
"Callacanthis burtoni","2016",4
"Callacanthis burtoni","2017",9
"Callacanthis burtoni","2018",1
"Callacanthis burtoni","2019",2
"Callacanthis burtoni","2021",7
"Callacanthis burtoni","2022",1
"Callacanthis burtoni","pre2000",5
"Calliope calliope","2000-2006",12
"Calliope calliope","2007-2010",16
"Calliope calliope","2011-2012",15
"Calliope calliope","2013",11
"Calliope calliope","2014",16
"Calliope calliope","2015",15
"Calliope calliope","2016",22
"Calliope calliope","2017",14
"Calliope calliope","2018",26
"Calliope calliope","2019",31
"Calliope calliope","2020",26
"Calliope calliope","2021",49
"Calliope calliope","2022",26
"Calliope calliope","pre2000",8
"Calliope pectardens","2011-2012",1
"Calliope pectardens","2014",2
"Calliope pectardens","2019",1
"Calliope pectoralis","2000-2006",7
"Calliope pectoralis","2007-2010",9
"Calliope pectoralis","2011-2012",9
"Calliope pectoralis","2013",6
"Calliope pectoralis","2014",7
"Calliope pectoralis","2015",10
"Calliope pectoralis","2016",15
"Calliope pectoralis","2017",21
"Calliope pectoralis","2018",19
"Calliope pectoralis","2019",21
"Calliope pectoralis","2020",18
"Calliope pectoralis","2021",25
"Calliope pectoralis","2022",22
"Calliope pectoralis","pre2000",15
"Calliope tschebaiewi","2000-2006",3
"Calliope tschebaiewi","2007-2010",5
"Calliope tschebaiewi","2011-2012",5
"Calliope tschebaiewi","2013",1
"Calliope tschebaiewi","2014",5
"Calliope tschebaiewi","2015",3
"Calliope tschebaiewi","2016",3
"Calliope tschebaiewi","2017",16
"Calliope tschebaiewi","2018",12
"Calliope tschebaiewi","2019",12
"Calliope tschebaiewi","2020",10
"Calliope tschebaiewi","2021",22
"Calliope tschebaiewi","2022",16
"Calliope tschebaiewi","pre2000",4
"Caloenas nicobarica","2011-2012",1
"Caloenas nicobarica","2014",2
"Caloenas nicobarica","2015",2
"Caloenas nicobarica","2016",3
"Caloenas nicobarica","2017",2
"Caloenas nicobarica","2018",4
"Caloenas nicobarica","2019",4
"Caloenas nicobarica","2020",1
"Caloenas nicobarica","2021",3
"Caloenas nicobarica","2022",4
"Caloenas nicobarica","pre2000",1
"Caprimulgus affinis","2000-2006",24
"Caprimulgus affinis","2007-2010",32
"Caprimulgus affinis","2011-2012",23
"Caprimulgus affinis","2013",20
"Caprimulgus affinis","2014",28
"Caprimulgus affinis","2015",36
"Caprimulgus affinis","2016",57
"Caprimulgus affinis","2017",67
"Caprimulgus affinis","2018",76
"Caprimulgus affinis","2019",91
"Caprimulgus affinis","2020",87
"Caprimulgus affinis","2021",114
"Caprimulgus affinis","2022",134
"Caprimulgus affinis","pre2000",23
"Caprimulgus andamanicus","2007-2010",2
"Caprimulgus andamanicus","2011-2012",2
"Caprimulgus andamanicus","2013",6
"Caprimulgus andamanicus","2014",1
"Caprimulgus andamanicus","2015",4
"Caprimulgus andamanicus","2016",3
"Caprimulgus andamanicus","2017",4
"Caprimulgus andamanicus","2018",4
"Caprimulgus andamanicus","2019",6
"Caprimulgus andamanicus","2020",4
"Caprimulgus andamanicus","2021",5
"Caprimulgus andamanicus","2022",6
"Caprimulgus asiaticus","2000-2006",29
"Caprimulgus asiaticus","2007-2010",37
"Caprimulgus asiaticus","2011-2012",39
"Caprimulgus asiaticus","2013",41
"Caprimulgus asiaticus","2014",59
"Caprimulgus asiaticus","2015",91
"Caprimulgus asiaticus","2016",122
"Caprimulgus asiaticus","2017",142
"Caprimulgus asiaticus","2018",151
"Caprimulgus asiaticus","2019",189
"Caprimulgus asiaticus","2020",218
"Caprimulgus asiaticus","2021",254
"Caprimulgus asiaticus","2022",230
"Caprimulgus asiaticus","pre2000",36
"Caprimulgus atripennis","2000-2006",20
"Caprimulgus atripennis","2007-2010",17
"Caprimulgus atripennis","2011-2012",24
"Caprimulgus atripennis","2013",25
"Caprimulgus atripennis","2014",30
"Caprimulgus atripennis","2015",37
"Caprimulgus atripennis","2016",49
"Caprimulgus atripennis","2017",56
"Caprimulgus atripennis","2018",62
"Caprimulgus atripennis","2019",79
"Caprimulgus atripennis","2020",89
"Caprimulgus atripennis","2021",110
"Caprimulgus atripennis","2022",98
"Caprimulgus atripennis","pre2000",11
"Caprimulgus europaeus","2015",2
"Caprimulgus europaeus","2016",1
"Caprimulgus europaeus","2017",3
"Caprimulgus europaeus","2018",7
"Caprimulgus europaeus","2019",1
"Caprimulgus europaeus","2020",1
"Caprimulgus europaeus","2021",5
"Caprimulgus indicus","2000-2006",29
"Caprimulgus indicus","2007-2010",29
"Caprimulgus indicus","2011-2012",30
"Caprimulgus indicus","2013",23
"Caprimulgus indicus","2014",31
"Caprimulgus indicus","2015",52
"Caprimulgus indicus","2016",57
"Caprimulgus indicus","2017",64
"Caprimulgus indicus","2018",82
"Caprimulgus indicus","2019",87
"Caprimulgus indicus","2020",88
"Caprimulgus indicus","2021",118
"Caprimulgus indicus","2022",121
"Caprimulgus indicus","pre2000",27
"Caprimulgus jotaka","2000-2006",5
"Caprimulgus jotaka","2007-2010",8
"Caprimulgus jotaka","2011-2012",3
"Caprimulgus jotaka","2013",3
"Caprimulgus jotaka","2014",7
"Caprimulgus jotaka","2015",13
"Caprimulgus jotaka","2016",14
"Caprimulgus jotaka","2017",19
"Caprimulgus jotaka","2018",20
"Caprimulgus jotaka","2019",18
"Caprimulgus jotaka","2020",15
"Caprimulgus jotaka","2021",24
"Caprimulgus jotaka","2022",32
"Caprimulgus jotaka","pre2000",4
"Caprimulgus macrurus","2000-2006",13
"Caprimulgus macrurus","2007-2010",16
"Caprimulgus macrurus","2011-2012",15
"Caprimulgus macrurus","2013",12
"Caprimulgus macrurus","2014",20
"Caprimulgus macrurus","2015",20
"Caprimulgus macrurus","2016",41
"Caprimulgus macrurus","2017",32
"Caprimulgus macrurus","2018",52
"Caprimulgus macrurus","2019",48
"Caprimulgus macrurus","2020",46
"Caprimulgus macrurus","2021",58
"Caprimulgus macrurus","2022",70
"Caprimulgus macrurus","pre2000",14
"Caprimulgus mahrattensis","2000-2006",4
"Caprimulgus mahrattensis","2007-2010",10
"Caprimulgus mahrattensis","2011-2012",7
"Caprimulgus mahrattensis","2013",8
"Caprimulgus mahrattensis","2014",8
"Caprimulgus mahrattensis","2015",7
"Caprimulgus mahrattensis","2016",10
"Caprimulgus mahrattensis","2017",9
"Caprimulgus mahrattensis","2018",11
"Caprimulgus mahrattensis","2019",15
"Caprimulgus mahrattensis","2020",12
"Caprimulgus mahrattensis","2021",14
"Caprimulgus mahrattensis","2022",12
"Caprimulgus mahrattensis","pre2000",3
"Carduelis carduelis","2000-2006",5
"Carduelis carduelis","2007-2010",8
"Carduelis carduelis","2011-2012",8
"Carduelis carduelis","2013",9
"Carduelis carduelis","2014",10
"Carduelis carduelis","2015",16
"Carduelis carduelis","2016",21
"Carduelis carduelis","2017",21
"Carduelis carduelis","2018",25
"Carduelis carduelis","2019",30
"Carduelis carduelis","2020",19
"Carduelis carduelis","2021",41
"Carduelis carduelis","2022",35
"Carduelis carduelis","pre2000",14
"Carpodacus dubius","2016",1
"Carpodacus edwardsii","2000-2006",4
"Carpodacus edwardsii","2007-2010",8
"Carpodacus edwardsii","2011-2012",3
"Carpodacus edwardsii","2013",5
"Carpodacus edwardsii","2014",4
"Carpodacus edwardsii","2015",9
"Carpodacus edwardsii","2016",7
"Carpodacus edwardsii","2017",10
"Carpodacus edwardsii","2018",14
"Carpodacus edwardsii","2019",12
"Carpodacus edwardsii","2020",5
"Carpodacus edwardsii","2021",15
"Carpodacus edwardsii","2022",16
"Carpodacus edwardsii","pre2000",3
"Carpodacus erythrinus","2000-2006",76
"Carpodacus erythrinus","2007-2010",76
"Carpodacus erythrinus","2011-2012",83
"Carpodacus erythrinus","2013",58
"Carpodacus erythrinus","2014",100
"Carpodacus erythrinus","2015",137
"Carpodacus erythrinus","2016",185
"Carpodacus erythrinus","2017",204
"Carpodacus erythrinus","2018",216
"Carpodacus erythrinus","2019",250
"Carpodacus erythrinus","2020",227
"Carpodacus erythrinus","2021",290
"Carpodacus erythrinus","2022",241
"Carpodacus erythrinus","pre2000",58
"Carpodacus grandis","2000-2006",1
"Carpodacus grandis","2011-2012",3
"Carpodacus grandis","2016",1
"Carpodacus grandis","2017",1
"Carpodacus grandis","2018",2
"Carpodacus grandis","2019",3
"Carpodacus grandis","2020",2
"Carpodacus grandis","2021",4
"Carpodacus grandis","2022",4
"Carpodacus pulcherrimus","2000-2006",1
"Carpodacus pulcherrimus","2007-2010",3
"Carpodacus pulcherrimus","2011-2012",5
"Carpodacus pulcherrimus","2013",2
"Carpodacus pulcherrimus","2014",3
"Carpodacus pulcherrimus","2015",5
"Carpodacus pulcherrimus","2016",4
"Carpodacus pulcherrimus","2017",5
"Carpodacus pulcherrimus","2018",9
"Carpodacus pulcherrimus","2019",5
"Carpodacus pulcherrimus","2020",5
"Carpodacus pulcherrimus","2021",6
"Carpodacus pulcherrimus","2022",7
"Carpodacus pulcherrimus","pre2000",1
"Carpodacus puniceus","2000-2006",2
"Carpodacus puniceus","2007-2010",2
"Carpodacus puniceus","2014",1
"Carpodacus puniceus","2015",1
"Carpodacus puniceus","2016",4
"Carpodacus puniceus","2017",2
"Carpodacus puniceus","2018",4
"Carpodacus puniceus","2020",1
"Carpodacus puniceus","2021",3
"Carpodacus puniceus","2022",2
"Carpodacus puniceus","pre2000",3
"Carpodacus rodochroa","2000-2006",11
"Carpodacus rodochroa","2007-2010",10
"Carpodacus rodochroa","2011-2012",14
"Carpodacus rodochroa","2013",13
